,ts_code,symbol,name,area,industry,abbreviation,list_date
0,000001.SZ,000001,平安银行,深圳,银行,payh,19910403
1,000002.SZ,000002,万科A,深圳,全国地产,wka,19910129
2,000004.SZ,000004,ST国华,深圳,软件服务,stgh,19910114
3,000005.SZ,000005,ST星源,深圳,环境保护,stxy,19901210
4,000006.SZ,000006,深振业A,深圳,区域地产,szya,19920427
5,000007.SZ,000007,全新好,深圳,其他商业,qxh,19920413
6,000008.SZ,000008,神州高铁,北京,运输设备,szgt,19920507
7,000009.SZ,000009,中国宝安,深圳,电气设备,zgba,19910625
8,000010.SZ,000010,美丽生态,深圳,建筑工程,mlst,19951027
9,000011.SZ,000011,深物业A,深圳,区域地产,swya,19920330
10,000012.SZ,000012,南玻A,深圳,玻璃,nba,19920228
11,000014.SZ,000014,沙河股份,深圳,全国地产,shgf,19920602
12,000016.SZ,000016,深康佳A,深圳,家用电器,skja,19920327
13,000017.SZ,000017,深中华A,深圳,服饰,szha,19920331
14,000019.SZ,000019,深粮控股,深圳,农业综合,slkg,19921012
15,000020.SZ,000020,深华发A,深圳,元器件,shfa,19920428
16,000021.SZ,000021,深科技,深圳,IT设备,skj,19940202
17,000023.SZ,000023,深天地A,深圳,水泥,stda,19930429
18,000025.SZ,000025,特力A,深圳,汽车服务,tla,19930621
19,000026.SZ,000026,飞亚达,深圳,服饰,fyd,19930603
20,000027.SZ,000027,深圳能源,深圳,火力发电,szny,19930903
21,000028.SZ,000028,国药一致,深圳,医药商业,gyyz,19930809
22,000029.SZ,000029,深深房A,深圳,区域地产,ssfa,19930915
23,000030.SZ,000030,富奥股份,吉林,汽车配件,fagf,19930929
24,000031.SZ,000031,大悦城,深圳,全国地产,dyc,19931008
25,000032.SZ,000032,深桑达A,深圳,建筑工程,ssda,19931028
26,000034.SZ,000034,神州数码,深圳,软件服务,szsm,19940509
27,000035.SZ,000035,中国天楹,江苏,环境保护,zgty,19940408
28,000036.SZ,000036,华联控股,深圳,全国地产,hlkg,19940617
29,000037.SZ,000037,深南电A,深圳,火力发电,snda,19940701
30,000038.SZ,000038,*ST大通,深圳,综合类,stdt,19940808
31,000039.SZ,000039,中集集团,深圳,运输设备,zjjt,19940408
32,000040.SZ,000040,东旭蓝天,深圳,新型电力,dxlt,19940808
33,000042.SZ,000042,中洲控股,深圳,全国地产,zzkg,19940921
34,000045.SZ,000045,深纺织A,深圳,元器件,sfza,19940815
35,000046.SZ,000046,泛海控股,北京,多元金融,fhkg,19940912
36,000048.SZ,000048,京基智农,深圳,区域地产,jjzn,19941101
37,000049.SZ,000049,德赛电池,深圳,电气设备,dsdc,19950320
38,000050.SZ,000050,深天马A,深圳,元器件,stma,19950315
39,000055.SZ,000055,方大集团,深圳,装修装饰,fdjt,19960415
40,000056.SZ,000056,皇庭国际,深圳,房产服务,htgj,19960708
41,000058.SZ,000058,深赛格,深圳,商品城,ssg,19961226
42,000059.SZ,000059,华锦股份,辽宁,石油加工,hjgf,19970130
43,000060.SZ,000060,中金岭南,深圳,铅锌,zjln,19970123
44,000061.SZ,000061,农产品,深圳,农业综合,ncp,19970110
45,000062.SZ,000062,深圳华强,深圳,元器件,szhq,19970130
46,000063.SZ,000063,中兴通讯,深圳,通信设备,zxtx,19971118
47,000065.SZ,000065,北方国际,北京,建筑工程,bfgj,19980605
48,000066.SZ,000066,中国长城,深圳,IT设备,zgcc,19970626
49,000068.SZ,000068,华控赛格,深圳,环境保护,hksg,19970611
50,000069.SZ,000069,华侨城A,深圳,旅游景点,hqca,19970910
51,000070.SZ,000070,特发信息,深圳,通信设备,tfxx,20000511
52,000078.SZ,000078,海王生物,深圳,医药商业,hwsw,19981218
53,000088.SZ,000088,盐田港,深圳,港口,ytg,19970728
54,000089.SZ,000089,深圳机场,深圳,机场,szjc,19980420
55,000090.SZ,000090,天健集团,深圳,建筑工程,tjjt,19990721
56,000096.SZ,000096,广聚能源,深圳,石油贸易,gjny,20000724
57,000099.SZ,000099,中信海直,深圳,空运,zxhz,20000731
58,000100.SZ,000100,TCL科技,广东,元器件,tclkj,20040130
59,000150.SZ,000150,*ST宜康,广东,生物制药,styk,20000807
60,000151.SZ,000151,中成股份,北京,商贸代理,zcgf,20000906
61,000153.SZ,000153,丰原药业,安徽,化学制药,fyyy,20000920
62,000155.SZ,000155,川能动力,四川,新型电力,cndl,20000926
63,000156.SZ,000156,华数传媒,浙江,影视音像,hscm,20000906
64,000157.SZ,000157,中联重科,湖南,工程机械,zlzk,20001012
65,000158.SZ,000158,常山北明,河北,软件服务,csbm,20000724
66,000159.SZ,000159,国际实业,新疆,石油贸易,gjsy,20000926
67,000166.SZ,000166,申万宏源,新疆,证券,swhy,20150126
68,000301.SZ,000301,东方盛虹,江苏,化纤,dfsh,20000529
69,000333.SZ,000333,美的集团,广东,家用电器,mdjt,20130918
70,000338.SZ,000338,潍柴动力,山东,汽车配件,wcdl,20070430
71,000400.SZ,000400,许继电气,河南,电气设备,xjdq,19970418
72,000401.SZ,000401,冀东水泥,河北,水泥,jdsn,19960614
73,000402.SZ,000402,金融街,北京,全国地产,jrj,19960626
74,000403.SZ,000403,派林生物,山西,生物制药,plsw,19960628
75,000404.SZ,000404,长虹华意,江西,家用电器,chhy,19960619
76,000407.SZ,000407,胜利股份,山东,供气供热,slgf,19960703
77,000408.SZ,000408,藏格矿业,青海,农药化肥,cgky,19960628
78,000409.SZ,000409,云鼎科技,山东,软件服务,ydkj,19960627
79,000410.SZ,000410,*ST沈机,辽宁,机床制造,stsj,19960718
80,000411.SZ,000411,英特集团,浙江,医药商业,ytjt,19960716
81,000413.SZ,000413,东旭光电,河北,元器件,dxgd,19960925
82,000415.SZ,000415,渤海租赁,新疆,多元金融,bhzl,19960716
83,000416.SZ,000416,民生控股,山东,多元金融,mskg,19960719
84,000417.SZ,000417,合肥百货,安徽,百货,hfbh,19960812
85,000419.SZ,000419,通程控股,湖南,百货,tckg,19960816
86,000420.SZ,000420,吉林化纤,吉林,化纤,jlhx,19960802
87,000421.SZ,000421,南京公用,江苏,供气供热,njgy,19960806
88,000422.SZ,000422,湖北宜化,湖北,农药化肥,hbyh,19960815
89,000423.SZ,000423,东阿阿胶,山东,中成药,deej,19960729
90,000425.SZ,000425,徐工机械,江苏,工程机械,xgjx,19960828
91,000426.SZ,000426,兴业矿业,内蒙,铅锌,xyky,19960828
92,000428.SZ,000428,华天酒店,湖南,酒店餐饮,htjd,19960808
93,000429.SZ,000429,粤高速A,广东,路桥,ygsa,19980220
94,000430.SZ,000430,张家界,湖南,旅游景点,zjj,19960829
95,000488.SZ,000488,晨鸣纸业,山东,造纸,cmzy,20001120
96,000498.SZ,000498,山东路桥,山东,建筑工程,sdlq,19970609
97,000501.SZ,000501,武商集团,湖北,百货,wsjt,19921120
98,000503.SZ,000503,国新健康,海南,软件服务,gxjk,19921130
99,000504.SZ,000504,南华生物,湖南,医疗保健,nhsw,19921208
100,000505.SZ,000505,京粮控股,海南,食品,jlkg,19921221
101,000506.SZ,000506,中润资源,山东,黄金,zrzy,19930312
102,000507.SZ,000507,珠海港,广东,港口,zhg,19930326
103,000509.SZ,000509,华塑控股,四川,元器件,hskg,19930507
104,000510.SZ,000510,新金路,四川,化工原料,xjl,19930507
105,000513.SZ,000513,丽珠集团,广东,化学制药,lzjt,19931028
106,000514.SZ,000514,渝开发,重庆,区域地产,ykf,19930712
107,000516.SZ,000516,国际医学,陕西,医疗保健,gjyx,19930809
108,000517.SZ,000517,荣安地产,浙江,区域地产,radc,19930806
109,000518.SZ,000518,四环生物,江苏,生物制药,shsw,19930908
110,000519.SZ,000519,中兵红箭,湖南,专用机械,zbhj,19931008
111,000520.SZ,000520,长航凤凰,湖北,水运,chfh,19931025
112,000521.SZ,000521,长虹美菱,安徽,家用电器,chml,19931018
113,000523.SZ,000523,广州浪奇,广东,日用化工,gzlq,19931108
114,000524.SZ,000524,岭南控股,广东,旅游服务,lnkg,19931118
115,000525.SZ,000525,ST红太阳,江苏,农药化肥,sthty,19931028
116,000526.SZ,000526,学大教育,福建,文教休闲,xdjy,19931101
117,000528.SZ,000528,柳工,广西,工程机械,lg,19931118
118,000529.SZ,000529,广弘控股,广东,出版业,ghkg,19931118
119,000530.SZ,000530,冰山冷热,辽宁,机械基件,bslr,19931208
120,000531.SZ,000531,穗恒运A,广东,火力发电,shya,19940106
121,000532.SZ,000532,华金资本,广东,多元金融,hjzb,19940103
122,000533.SZ,000533,顺钠股份,广东,电气设备,sngf,19940103
123,000534.SZ,000534,万泽股份,广东,生物制药,wzgf,19940110
124,000536.SZ,000536,华映科技,福建,元器件,hykj,19931126
125,000537.SZ,000537,广宇发展,天津,新型电力,gyfz,19931210
126,000538.SZ,000538,云南白药,云南,中成药,ynby,19931215
127,000539.SZ,000539,粤电力A,广东,火力发电,ydla,19931126
128,000540.SZ,000540,中天金融,贵州,多元金融,ztjr,19940202
129,000541.SZ,000541,佛山照明,广东,家用电器,fszm,19931123
130,000543.SZ,000543,皖能电力,安徽,火力发电,wndl,19931220
131,000544.SZ,000544,中原环保,河南,环境保护,zyhb,19931208
132,000545.SZ,000545,金浦钛业,吉林,化工原料,jpty,19931215
133,000546.SZ,000546,金圆股份,吉林,环境保护,jygf,19931215
134,000547.SZ,000547,航天发展,福建,通信设备,htfz,19931130
135,000548.SZ,000548,湖南投资,湖南,路桥,hntz,19931220
136,000550.SZ,000550,江铃汽车,江西,汽车整车,jlqc,19931201
137,000551.SZ,000551,创元科技,江苏,专用机械,cykj,19940106
138,000552.SZ,000552,靖远煤电,甘肃,煤炭开采,jymd,19940106
139,000553.SZ,000553,安道麦A,湖北,农药化肥,adma,19931203
140,000554.SZ,000554,泰山石油,山东,石油贸易,tssy,19931215
141,000555.SZ,000555,神州信息,深圳,软件服务,szxx,19940408
142,000557.SZ,000557,西部创业,宁夏,铁路,xbcy,19940617
143,000558.SZ,000558,莱茵体育,浙江,文教休闲,lyty,19940509
144,000559.SZ,000559,万向钱潮,浙江,汽车配件,wxqc,19940110
145,000560.SZ,000560,我爱我家,云南,房产服务,wawj,19940202
146,000561.SZ,000561,烽火电子,陕西,通信设备,fhdz,19940509
147,000563.SZ,000563,陕国投A,陕西,多元金融,sgta,19940110
148,000564.SZ,000564,ST大集,陕西,百货,stdj,19940110
149,000565.SZ,000565,渝三峡A,重庆,染料涂料,ysxa,19940408
150,000566.SZ,000566,海南海药,海南,化学制药,hnhy,19940525
151,000567.SZ,000567,海德股份,海南,多元金融,hdgf,19940525
152,000568.SZ,000568,泸州老窖,四川,白酒,lzlj,19940509
153,000570.SZ,000570,苏常柴A,江苏,农用机械,scca,19940701
154,000571.SZ,000571,ST大洲,海南,煤炭开采,stdz,19940525
155,000572.SZ,000572,海马汽车,海南,汽车整车,hmqc,19940808
156,000573.SZ,000573,粤宏远A,广东,区域地产,yhya,19940815
157,000576.SZ,000576,甘化科工,广东,食品,ghkg,19940907
158,000581.SZ,000581,威孚高科,江苏,汽车配件,wfgk,19980924
159,000582.SZ,000582,北部湾港,广西,港口,bbwg,19951102
160,000584.SZ,000584,哈工智能,江苏,专用机械,hgzn,19951128
161,000586.SZ,000586,汇源通信,四川,通信设备,hytx,19951220
162,000587.SZ,000587,*ST金洲,黑龙江,服饰,stjz,19960425
163,000589.SZ,000589,贵州轮胎,贵州,汽车配件,gzlt,19960308
164,000590.SZ,000590,启迪药业,湖南,中成药,qdyy,19960119
165,000591.SZ,000591,太阳能,重庆,新型电力,tyn,19960208
166,000592.SZ,000592,平潭发展,福建,林业,ptfz,19960327
167,000593.SZ,000593,德龙汇能,四川,供气供热,dlhn,19960312
168,000595.SZ,000595,宝塔实业,宁夏,机械基件,btsy,19960419
169,000596.SZ,000596,古井贡酒,安徽,白酒,gjgj,19960927
170,000597.SZ,000597,东北制药,辽宁,化学制药,dbzy,19960523
171,000598.SZ,000598,兴蓉环境,四川,水务,xrhj,19960529
172,000599.SZ,000599,青岛双星,山东,汽车配件,qdsx,19960430
173,000600.SZ,000600,建投能源,河北,火力发电,jtny,19960606
174,000601.SZ,000601,韶能股份,广东,水力发电,sngf,19960830
175,000603.SZ,000603,盛达资源,北京,铅锌,sdzy,19960823
176,000605.SZ,000605,渤海股份,北京,供气供热,bhgf,19960913
177,000606.SZ,000606,*ST顺利,青海,互联网,stsl,19961004
178,000607.SZ,000607,华媒控股,浙江,广告包装,hmkg,19960830
179,000608.SZ,000608,阳光股份,广西,区域地产,yggf,19960919
180,000609.SZ,000609,中迪投资,北京,区域地产,zdtz,19961010
181,000610.SZ,000610,西安旅游,陕西,旅游服务,xaly,19960926
182,000612.SZ,000612,焦作万方,河南,铝,jzwf,19960926
183,000615.SZ,000615,奥园美谷,湖北,医疗保健,aymg,19961016
184,000616.SZ,000616,ST海投,辽宁,全国地产,stht,19961108
185,000617.SZ,000617,中油资本,新疆,多元金融,zyzb,19961022
186,000619.SZ,000619,海螺新材,安徽,其他建材,hlxc,19961023
187,000620.SZ,000620,新华联,北京,全国地产,xhl,19961029
188,000622.SZ,000622,恒立实业,湖南,批发业,hlsy,19961107
189,000623.SZ,000623,吉林敖东,吉林,中成药,jlad,19961028
190,000625.SZ,000625,长安汽车,重庆,汽车整车,caqc,19970610
191,000626.SZ,000626,远大控股,江苏,商贸代理,ydkg,19961128
192,000627.SZ,000627,天茂集团,湖北,保险,tmjt,19961112
193,000628.SZ,000628,高新发展,四川,建筑工程,gxfz,19961118
194,000629.SZ,000629,钒钛股份,四川,小金属,ftgf,19961115
195,000630.SZ,000630,铜陵有色,安徽,铜,tlys,19961120
196,000631.SZ,000631,顺发恒业,吉林,区域地产,sfhy,19961122
197,000632.SZ,000632,三木集团,福建,综合类,smjt,19961121
198,000633.SZ,000633,合金投资,新疆,小金属,hjtz,19961112
199,000635.SZ,000635,英力特,宁夏,化工原料,ylt,19961120
200,000636.SZ,000636,风华高科,广东,元器件,fhgk,19961129
201,000637.SZ,000637,茂化实华,广东,石油加工,mhsh,19961114
202,000638.SZ,000638,万方发展,吉林,软件服务,wffz,19961126
203,000639.SZ,000639,西王食品,山东,食品,xwsp,19961126
204,000650.SZ,000650,仁和药业,江西,中成药,rhyy,19961210
205,000651.SZ,000651,格力电器,广东,家用电器,gldq,19961118
206,000652.SZ,000652,泰达股份,天津,批发业,tdgf,19961128
207,000655.SZ,000655,金岭矿业,山东,普钢,jlky,19961128
208,000656.SZ,000656,金科股份,重庆,全国地产,jkgf,19961128
209,000657.SZ,000657,中钨高新,海南,小金属,zwgx,19961205
210,000659.SZ,000659,珠海中富,广东,广告包装,zhzf,19961203
211,000661.SZ,000661,长春高新,吉林,生物制药,ccgx,19961218
212,000663.SZ,000663,永安林业,福建,林业,yaly,19961206
213,000665.SZ,000665,湖北广电,湖北,影视音像,hbgd,19961210
214,000666.SZ,000666,经纬纺机,北京,多元金融,jwfj,19961210
215,000667.SZ,000667,美好置业,云南,全国地产,mhzy,19961205
216,000668.SZ,000668,荣丰控股,山东,医药商业,rfkg,19961210
217,000669.SZ,000669,ST金鸿,吉林,供气供热,stjh,19961210
218,000670.SZ,000670,盈方微,湖北,元器件,yfw,19961217
219,000671.SZ,000671,阳光城,福建,区域地产,ygc,19961218
220,000672.SZ,000672,上峰水泥,甘肃,水泥,sfsn,19961218
221,000676.SZ,000676,智度股份,广东,互联网,zdgf,19961224
222,000677.SZ,000677,恒天海龙,山东,化纤,hthl,19961226
223,000678.SZ,000678,襄阳轴承,湖北,汽车配件,xyzc,19970106
224,000679.SZ,000679,大连友谊,辽宁,百货,dlyy,19970124
225,000680.SZ,000680,山推股份,山东,工程机械,stgf,19970122
226,000681.SZ,000681,视觉中国,江苏,互联网,sjzg,19970121
227,000682.SZ,000682,东方电子,山东,电气设备,dfdz,19970121
228,000683.SZ,000683,远兴能源,内蒙,化工原料,yxny,19970131
229,000685.SZ,000685,中山公用,广东,水务,zsgy,19970123
230,000686.SZ,000686,东北证券,吉林,证券,dbzq,19970227
231,000688.SZ,000688,国城矿业,重庆,铅锌,gcky,19970120
232,000690.SZ,000690,宝新能源,广东,火力发电,bxny,19970128
233,000691.SZ,000691,亚太实业,甘肃,化工原料,ytsy,19970228
234,000692.SZ,000692,惠天热电,辽宁,供气供热,htrd,19970227
235,000695.SZ,000695,滨海能源,天津,广告包装,bhny,19970218
236,000697.SZ,000697,炼石航空,陕西,航空,lshk,19970325
237,000698.SZ,000698,沈阳化工,辽宁,石油加工,syhg,19970220
238,000700.SZ,000700,模塑科技,江苏,汽车配件,mskj,19970228
239,000701.SZ,000701,厦门信达,福建,商贸代理,xmxd,19970226
240,000702.SZ,000702,正虹科技,湖南,饲料,zhkj,19970318
241,000703.SZ,000703,恒逸石化,广西,化纤,hysh,19970328
242,000705.SZ,000705,浙江震元,浙江,医药商业,zjzy,19970410
243,000707.SZ,000707,双环科技,湖北,化工原料,shkj,19970415
244,000708.SZ,000708,中信特钢,湖北,特种钢,zxtg,19970326
245,000709.SZ,000709,河钢股份,河北,普钢,hggf,19970416
246,000710.SZ,000710,贝瑞基因,四川,医疗保健,brjy,19970422
247,000711.SZ,000711,京蓝科技,黑龙江,环境保护,jlkj,19970411
248,000712.SZ,000712,锦龙股份,广东,证券,jlgf,19970415
249,000713.SZ,000713,丰乐种业,安徽,种植业,flzy,19970422
250,000715.SZ,000715,中兴商业,辽宁,百货,zxsy,19970508
251,000716.SZ,000716,黑芝麻,广西,食品,hzm,19970418
252,000717.SZ,000717,中南股份,广东,普钢,zngf,19970508
253,000718.SZ,000718,苏宁环球,吉林,区域地产,snhq,19970408
254,000719.SZ,000719,中原传媒,河南,出版业,zycm,19970331
255,000720.SZ,000720,新能泰山,山东,仓储物流,xnts,19970509
256,000721.SZ,000721,西安饮食,陕西,酒店餐饮,xays,19970430
257,000722.SZ,000722,湖南发展,湖南,其他建材,hnfz,19970522
258,000723.SZ,000723,美锦能源,山西,焦炭加工,mjny,19970515
259,000725.SZ,000725,京东方A,北京,元器件,jdfa,20010112
260,000726.SZ,000726,鲁泰A,山东,纺织,lta,20001225
261,000727.SZ,000727,冠捷科技,江苏,元器件,gjkj,19970520
262,000728.SZ,000728,国元证券,安徽,证券,gyzq,19970616
263,000729.SZ,000729,燕京啤酒,北京,啤酒,yjpj,19970716
264,000731.SZ,000731,四川美丰,四川,农药化肥,scmf,19970617
265,000732.SZ,000732,ST泰禾,福建,区域地产,stth,19970704
266,000733.SZ,000733,振华科技,贵州,元器件,zhkj,19970703
267,000735.SZ,000735,罗牛山,海南,农业综合,lns,19970611
268,000736.SZ,000736,中交地产,重庆,全国地产,zjdc,19970425
269,000737.SZ,000737,北方铜业,山西,铜,bfty,19970428
270,000738.SZ,000738,航发控制,江苏,航空,hfkz,19970626
271,000739.SZ,000739,普洛药业,浙江,化学制药,plyy,19970509
272,000750.SZ,000750,国海证券,广西,证券,ghzq,19970709
273,000751.SZ,000751,锌业股份,辽宁,铅锌,xygf,19970626
274,000752.SZ,000752,*ST西发,西藏,啤酒,stxf,19970625
275,000753.SZ,000753,漳州发展,福建,汽车服务,zzfz,19970626
276,000755.SZ,000755,山西路桥,山西,路桥,sxlq,19970627
277,000756.SZ,000756,新华制药,山东,化学制药,xhzy,19970806
278,000757.SZ,000757,浩物股份,四川,汽车配件,hwgf,19970627
279,000758.SZ,000758,中色股份,北京,铅锌,zsgf,19970416
280,000759.SZ,000759,中百集团,湖北,超市连锁,zbjt,19970519
281,000761.SZ,000761,本钢板材,辽宁,普钢,bgbc,19980115
282,000762.SZ,000762,西藏矿业,西藏,小金属,xzky,19970708
283,000766.SZ,000766,通化金马,吉林,化学制药,thjm,19970430
284,000767.SZ,000767,晋控电力,山西,火力发电,jkdl,19970609
285,000768.SZ,000768,中航西飞,陕西,航空,zhxf,19970626
286,000776.SZ,000776,广发证券,广东,证券,gfzq,19970611
287,000777.SZ,000777,中核科技,江苏,机械基件,zhkj,19970710
288,000778.SZ,000778,新兴铸管,河北,钢加工,xxzg,19970606
289,000779.SZ,000779,甘咨询,甘肃,建筑工程,gzx,19970528
290,000782.SZ,000782,美达股份,广东,化纤,mdgf,19970619
291,000783.SZ,000783,长江证券,湖北,证券,cjzq,19970731
292,000785.SZ,000785,居然之家,湖北,百货,jrzj,19970711
293,000786.SZ,000786,北新建材,北京,其他建材,bxjc,19970606
294,000788.SZ,000788,北大医药,重庆,化学制药,bdyy,19970616
295,000789.SZ,000789,万年青,江西,水泥,wnq,19970923
296,000790.SZ,000790,华神科技,四川,中成药,hskj,19980327
297,000791.SZ,000791,甘肃电投,甘肃,水力发电,gsdt,19971014
298,000792.SZ,000792,盐湖股份,青海,农药化肥,yhgf,19970904
299,000793.SZ,000793,华闻集团,海南,出版业,hwjt,19970729
300,000795.SZ,000795,英洛华,浙江,矿物制品,ylh,19970808
301,000796.SZ,000796,ST凯撒,海南,旅游服务,stks,19970703
302,000797.SZ,000797,中国武夷,福建,全国地产,zgwy,19970715
303,000798.SZ,000798,中水渔业,北京,渔业,zsyy,19980212
304,000799.SZ,000799,酒鬼酒,湖南,白酒,jgj,19970718
305,000800.SZ,000800,一汽解放,吉林,汽车整车,yqjf,19970618
306,000801.SZ,000801,四川九洲,四川,家用电器,scjz,19980506
307,000802.SZ,000802,北京文化,北京,影视音像,bjwh,19980108
308,000803.SZ,000803,山高环能,四川,环境保护,sghn,19980303
309,000806.SZ,000806,*ST银河,广西,电气设备,styh,19980416
310,000807.SZ,000807,云铝股份,云南,铝,ylgf,19980408
311,000809.SZ,000809,ST新城,辽宁,区域地产,stxc,19980616
312,000810.SZ,000810,创维数字,四川,家用电器,cwsz,19980602
313,000811.SZ,000811,冰轮环境,山东,工程机械,blhj,19980528
314,000812.SZ,000812,陕西金叶,陕西,广告包装,sxjy,19980623
315,000813.SZ,000813,德展健康,新疆,化学制药,dzjk,19980519
316,000815.SZ,000815,美利云,宁夏,造纸,mly,19980609
317,000816.SZ,000816,智慧农业,江苏,农用机械,zhny,19970818
318,000818.SZ,000818,航锦科技,湖北,化工原料,hjkj,19971017
319,000819.SZ,000819,岳阳兴长,湖南,石油加工,yyxc,19970625
320,000820.SZ,000820,神雾节能,江西,环境保护,swjn,19980630
321,000821.SZ,000821,京山轻机,湖北,电气设备,jsqj,19980626
322,000822.SZ,000822,山东海化,山东,化工原料,sdhh,19980703
323,000823.SZ,000823,超声电子,广东,元器件,csdz,19971008
324,000825.SZ,000825,太钢不锈,山西,特种钢,tgbx,19981021
325,000826.SZ,000826,启迪环境,湖北,环境保护,qdhj,19980225
326,000828.SZ,000828,东莞控股,广东,路桥,dgkg,19970617
327,000829.SZ,000829,天音控股,江西,其他商业,tykg,19971202
328,000830.SZ,000830,鲁西化工,山东,农药化肥,lxhg,19980807
329,000831.SZ,000831,中国稀土,江西,小金属,zgxt,19980911
330,000833.SZ,000833,粤桂股份,广西,食品,yggf,19981111
331,000836.SZ,000836,富通信息,天津,通信设备,ftxx,19970929
332,000837.SZ,000837,秦川机床,陕西,机床制造,qcjc,19980928
333,000838.SZ,000838,财信发展,重庆,区域地产,cxfz,19970626
334,000839.SZ,000839,ST国安,北京,综合类,stga,19971031
335,000848.SZ,000848,承德露露,河北,软饮料,cdll,19971113
336,000850.SZ,000850,华茂股份,安徽,纺织,hmgf,19981007
337,000851.SZ,000851,高鸿股份,贵州,通信设备,ghgf,19980609
338,000852.SZ,000852,石化机械,湖北,化工机械,shjx,19981126
339,000856.SZ,000856,冀东装备,河北,专用机械,jdzb,19980813
340,000858.SZ,000858,五粮液,四川,白酒,wly,19980427
341,000859.SZ,000859,国风新材,安徽,塑料,gfxc,19981119
342,000860.SZ,000860,顺鑫农业,北京,白酒,sxny,19981104
343,000861.SZ,000861,海印股份,广东,其他商业,hygf,19981028
344,000862.SZ,000862,银星能源,宁夏,新型电力,yxny,19980915
345,000863.SZ,000863,三湘印象,上海,区域地产,sxyx,19970925
346,000868.SZ,000868,安凯客车,安徽,汽车整车,akkc,19970725
347,000869.SZ,000869,张裕A,山东,红黄酒,zya,20001026
348,000875.SZ,000875,吉电股份,吉林,火力发电,jdgf,20020926
349,000876.SZ,000876,新希望,四川,饲料,xxw,19980311
350,000877.SZ,000877,天山股份,新疆,水泥,tsgf,19990107
351,000878.SZ,000878,云南铜业,云南,铜,ynty,19980602
352,000880.SZ,000880,潍柴重机,山东,专用机械,wczj,19980402
353,000881.SZ,000881,中广核技,辽宁,综合类,zghj,19980902
354,000882.SZ,000882,华联股份,北京,其他商业,hlgf,19980616
355,000883.SZ,000883,湖北能源,湖北,火力发电,hbny,19980519
356,000885.SZ,000885,城发环境,河南,环境保护,cfhj,19990319
357,000886.SZ,000886,海南高速,海南,区域地产,hngs,19980123
358,000887.SZ,000887,中鼎股份,安徽,汽车配件,zdgf,19981203
359,000888.SZ,000888,峨眉山A,四川,旅游景点,emsa,19971021
360,000889.SZ,000889,ST中嘉,河北,通信设备,stzj,19971218
361,000890.SZ,000890,法尔胜,江苏,钢加工,fes,19990119
362,000892.SZ,000892,欢瑞世纪,重庆,影视音像,hrsj,19990115
363,000893.SZ,000893,亚钾国际,广东,农药化肥,yjgj,19981224
364,000895.SZ,000895,双汇发展,河南,食品,shfz,19981210
365,000897.SZ,000897,津滨发展,天津,区域地产,jbfz,19990422
366,000898.SZ,000898,鞍钢股份,辽宁,普钢,aggf,19971225
367,000899.SZ,000899,赣能股份,江西,火力发电,gngf,19971126
368,000900.SZ,000900,现代投资,湖南,路桥,xdtz,19990128
369,000901.SZ,000901,航天科技,黑龙江,汽车配件,htkj,19990401
370,000902.SZ,000902,新洋丰,湖北,农药化肥,xyf,19990408
371,000903.SZ,000903,云内动力,云南,汽车配件,yndl,19990415
372,000905.SZ,000905,厦门港务,福建,港口,xmgw,19990429
373,000906.SZ,000906,浙商中拓,浙江,仓储物流,zszt,19990707
374,000908.SZ,000908,景峰医药,湖南,化学制药,jfyy,19990203
375,000909.SZ,000909,数源科技,浙江,综合类,sykj,19990507
376,000910.SZ,000910,大亚圣象,江苏,家居用品,dysx,19990630
377,000911.SZ,000911,南宁糖业,广西,食品,nnty,19990527
378,000912.SZ,000912,泸天化,四川,农药化肥,lth,19990603
379,000913.SZ,000913,钱江摩托,浙江,摩托车,qjmt,19990514
380,000915.SZ,000915,华特达因,山东,化学制药,htdy,19990609
381,000917.SZ,000917,电广传媒,湖南,影视音像,dgcm,19990325
382,000918.SZ,000918,嘉凯城,浙江,全国地产,jkc,19990720
383,000919.SZ,000919,金陵药业,江苏,化学制药,jlyy,19991118
384,000920.SZ,000920,沃顿科技,贵州,环境保护,wdkj,19990616
385,000921.SZ,000921,海信家电,广东,家用电器,hxjd,19990713
386,000922.SZ,000922,佳电股份,黑龙江,电气设备,jdgf,19990618
387,000923.SZ,000923,河钢资源,河北,普钢,hgzy,19990714
388,000925.SZ,000925,众合科技,浙江,运输设备,zhkj,19990611
389,000926.SZ,000926,福星股份,湖北,区域地产,fxgf,19990618
390,000927.SZ,000927,中国铁物,天津,仓储物流,zgtw,19990727
391,000928.SZ,000928,中钢国际,吉林,建筑工程,zggj,19990312
392,000929.SZ,000929,兰州黄河,甘肃,啤酒,lzhh,19990623
393,000930.SZ,000930,中粮科技,安徽,农业综合,zlkj,19990712
394,000931.SZ,000931,中关村,北京,化学制药,zgc,19990712
395,000932.SZ,000932,华菱钢铁,湖南,普钢,hlgt,19990803
396,000933.SZ,000933,神火股份,河南,铝,shgf,19990831
397,000935.SZ,000935,四川双马,四川,水泥,scsm,19990824
398,000936.SZ,000936,华西股份,江苏,化纤,hxgf,19990810
399,000937.SZ,000937,冀中能源,河北,煤炭开采,jzny,19990909
400,000938.SZ,000938,紫光股份,北京,软件服务,zggf,19991104
401,000948.SZ,000948,南天信息,云南,软件服务,ntxx,19991014
402,000949.SZ,000949,新乡化纤,河南,化纤,xxhx,19991021
