,symbol,name,abbreviation,ts_code,area,industry,list_date
5012,003016,欣贺股份,xhgf,003016.SZ,福建,服饰,20201026
5013,603867,新化股份,xhgf,603867.SH,浙江,化工原料,20190627
5014,603733,仙鹤股份,xhgf,603733.SH,浙江,造纸,20180420
5015,300464,星徽股份,xhgf,300464.SZ,广东,机械基件,20150610
5016,605056,咸亨国际,xhgj,605056.SH,浙江,电器仪表,20210720
5017,300137,先河环保,xhhb,300137.SZ,河北,环境保护,20101105
5018,300834,星辉环材,xhhc,300834.SZ,广东,化工原料,20220113
5019,600735,新华锦,xhj,600735.SH,山东,服饰,19960726
5020,sh.000976,新华金牛,xhjn,,,,
5021,688155,先惠技术,xhjs,688155.SH,上海,专用机械,20200811
5022,831167,鑫汇科,xhk,831167.BJ,,,20220527
5023,688595,芯海科技,xhkj,688595.SH,深圳,半导体,20200928
5024,600866,星湖科技,xhkj,600866.SH,广东,食品,19940818
5025,688031,星环科技-U,xhkj,688031.SH,上海,软件服务,20221018
5026,000620,新华联,xhl,000620.SZ,北京,全国地产,19961029
5027,600638,新黄浦,xhp,600638.SH,上海,区域地产,19930326
5028,603500,祥和实业,xhsy,603500.SH,浙江,运输设备,20170904
5029,603016,新宏泰,xht,603016.SH,江苏,电气设备,20160701
5030,603888,新华网,xhw,603888.SH,北京,互联网,20161028
5031,601811,新华文轩,xhwx,601811.SH,四川,出版业,20160808
5032,301076,新瀚新材,xhxc,301076.SZ,江苏,化工原料,20211011
5033,301077,星华新材,xhxc,301077.SZ,浙江,化工原料,20210930
5034,600587,新华医疗,xhyl,600587.SH,山东,医疗保健,20020927
5035,300043,星辉娱乐,xhyl,300043.SZ,广东,文教休闲,20100120
5036,002836,新宏泽,xhz,002836.SZ,广东,广告包装,20161229
5037,600208,新湖中宝,xhzb,600208.SH,浙江,全国地产,19990623
5038,000756,新华制药,xhzy,000756.SZ,山东,化学制药,19970806
5039,BK0147,新疆板块,xjbk,,,,
5040,603096,新经典,xjd,603096.SH,天津,出版业,20170425
5041,000400,许继电气,xjdq,000400.SZ,河南,电气设备,19970418
5042,603416,信捷电气,xjdq,603416.SH,江苏,电器仪表,20161221
5043,301296,新巨丰,xjf,301296.SZ,山东,广告包装,20220902
5044,300629,新劲刚,xjg,300629.SZ,广东,元器件,20170324
5045,002982,湘佳股份,xjgf,002982.SZ,湖南,农业综合,20200424
5046,002561,徐家汇,xjh,002561.SZ,上海,百货,20110303
5047,603080,新疆火炬,xjhj,603080.SH,新疆,供气供热,20180103
5048,002941,新疆交建,xjjj,002941.SZ,新疆,建筑工程,20181128
5049,600162,香江控股,xjkg,600162.SH,深圳,全国地产,19980609
5050,836149,旭杰科技,xjkj,836149.BJ,,,20200727
5051,000510,新金路,xjl,000510.SZ,四川,化工原料,19930507
5052,605111,新洁能,xjn,605111.SH,江苏,半导体,20200928
5053,601918,新集能源,xjny,601918.SH,安徽,煤炭开采,20071219
5054,BK1027,小金属,xjs,,,,
5055,BK0695,小金属概念,xjsgn,,,,
5056,300541,先进数通,xjst,300541.SZ,北京,软件服务,20160913
5057,600075,新疆天业,xjty,600075.SH,新疆,化工原料,19970617
5058,605398,新炬网络,xjwl,605398.SH,上海,软件服务,20210121
5059,688655,迅捷兴,xjx,688655.SH,深圳,元器件,20210511
5060,300324,旋极信息,xjxx,300324.SZ,北京,软件服务,20120608
5061,600888,新疆众和,xjzh,600888.SH,新疆,铝,19960215
5062,BK1018,橡胶制品,xjzp,,,,
5063,002332,仙琚制药,xjzy,002332.SZ,浙江,化学制药,20100112
5064,600255,鑫科材料,xkcl,600255.SH,安徽,小金属,20001122
5065,300248,新开普,xkp,300248.SZ,河南,软件服务,20110729
5066,300109,新开源,xky,300109.SZ,河南,化工原料,20100825
5067,688387,信科移动-U,xkyd,688387.SH,湖北,通信设备,20220926
5068,399901,中证南方小康产业指数,xkzs,,,,
5069,sh.000901,小康指数,xkzs,,,,
5070,002219,新里程,xlc,002219.SZ,甘肃,医疗保健,20080306
5071,300733,西菱动力,xldl,300733.SZ,四川,汽车配件,20180116
5072,301388,欣灵电气,xldq,301388.SZ,浙江,电气设备,20221109
5073,600769,祥龙电业,xldy,600769.SH,湖北,建筑工程,19961101
5074,002546,新联电子,xldz,002546.SZ,江苏,电气设备,20110211
5075,600506,香梨股份,xlgf,600506.SH,新疆,化工原料,20011226
5076,301317,C鑫磊,xlgf,301317.SZ,浙江,机械基件,20230119
5077,300385,雪浪环境,xlhj,300385.SZ,江苏,环境保护,20140626
5078,300791,仙乐健康,xljk,300791.SZ,广东,医疗保健,20190925
5079,002105,信隆健康,xljk,002105.SZ,深圳,摩托车,20070112
5080,600318,新力金融,xljr,600318.SH,安徽,多元金融,20001208
5081,603949,雪龙集团,xljt,603949.SH,浙江,汽车配件,20200310
5082,000955,欣龙控股,xlkg,000955.SZ,海南,纺织,19991209
5083,688616,西力科技,xlkj,688616.SH,浙江,电器仪表,20210318
5084,002584,西陇科学,xlkx,002584.SZ,广东,化工原料,20110602
5085,603008,喜临门,xlm,603008.SH,浙江,家居用品,20120717
5086,300593,新雷能,xln,300593.SZ,北京,电气设备,20170113
5087,BK0825,新零售,xls,,,,
5088,002294,信立泰,xlt,002294.SZ,深圳,化学制药,20090910
5089,002842,翔鹭钨业,xlwy,002842.SZ,广东,小金属,20170119
5090,002341,新纶新材,xlxc,002341.SZ,深圳,化工原料,20100122
5091,301160,翔楼新材,xlxc,301160.SZ,江苏,机械基件,20220606
5092,300588,熙菱信息,xlxx,300588.SZ,新疆,软件服务,20170105
5093,300260,新莱应材,xlyc,300260.SZ,江苏,机械基件,20110906
5094,300770,新媒股份,xmgf,300770.SZ,广东,影视音像,20190419
5095,300967,晓鸣股份,xmgf,300967.SZ,宁夏,农业综合,20210413
5096,600755,厦门国贸,xmgm,600755.SH,福建,仓储物流,19961003
5097,BK0833,小米概念,xmgn,,,,
5098,000905,厦门港务,xmgw,000905.SZ,福建,港口,19990429
5099,600897,厦门空港,xmkg,600897.SH,福建,机场,19960531
5100,300898,熊猫乳品,xmrp,300898.SZ,浙江,乳制品,20201016
5101,002956,西麦食品,xmsp,002956.SZ,广西,食品,20190619
5102,600549,厦门钨业,xmwy,600549.SH,福建,小金属,20021107
5103,300509,新美星,xmx,300509.SZ,江苏,专用机械,20160425
5104,000701,厦门信达,xmxd,000701.SZ,福建,商贸代理,19970226
5105,600057,厦门象屿,xmxy,600057.SH,福建,仓储物流,19970604
5106,601187,厦门银行,xmyh,601187.SH,福建,银行,20201027
5107,688016,心脉医疗,xmyl,688016.SH,上海,医疗保健,20190722
5108,301226,祥明智能,xmzn,301226.SZ,江苏,电气设备,20220325
5109,002355,兴民智通,xmzt,002355.SZ,山东,汽车配件,20100209
5110,BK0958,虚拟电厂,xndc,,,,
5111,002942,新农股份,xngf,002942.SZ,浙江,农药化肥,20181205
5112,600359,新农开发,xnkf,600359.SH,新疆,农业综合,19990429
5113,603105,芯能科技,xnkj,603105.SH,浙江,电气设备,20180709
5114,BK1055,虚拟数字人,xnszr,,,,
5115,600117,西宁特钢,xntg,600117.SH,青海,特种钢,19971015
5116,000720,新能泰山,xnts,000720.SZ,山东,仓储物流,19970509
5117,300765,新诺威,xnw,300765.SZ,河北,食品,20190322
5118,300013,新宁物流,xnwl,300013.SZ,河南,仓储物流,20091030
5119,300475,香农芯创,xnxc,300475.SZ,安徽,元器件,20150610
5120,BK0722,虚拟现实,xnxs,,,,
5121,399941,中证内地新能源主题指数,xny,,,,
5122,BK0493,新能源,xny,,,,
5123,sh.000941,新能源,xny,,,,
5124,399417,国证新能源汽车指数,xnyc,,,,
5125,BK0900,新能源车,xnyc,,,,
5126,399976,中证新能源汽车指数,xnyc,,,,
5127,600369,西南证券,xnzq,600369.SH,重庆,证券,20010109
5128,399376,小盘成长,xpcz,,,,
5129,399408,小盘低波,xpdb,,,,
5130,399409,小盘高贝,xpgb,,,,
5131,002328,新朋股份,xpgf,002328.SZ,上海,汽车配件,20091230
5132,399377,小盘价值,xpjz,,,,
5133,603711,香飘飘,xpp,603711.SH,浙江,软饮料,20171130
5134,688508,芯朋微,xpw,688508.SH,江苏,半导体,20200722
5135,300160,秀强股份,xqgf,300160.SZ,江苏,家用电器,20110113
5136,603179,新泉股份,xqgf,603179.SH,江苏,汽车配件,20170317
5137,300850,新强联,xql,300850.SZ,河南,机械基件,20200713
5138,688633,星球石墨,xqsm,688633.SH,江苏,专用机械,20210324
5139,688630,芯碁微装,xqwz,688630.SH,安徽,专用机械,20210401
5140,BK1120,熊去氧胆酸,xqyds,,,,
5141,300573,兴齐眼药,xqyy,300573.SZ,辽宁,化学制药,20161208
5142,BK0519,稀缺资源,xqzy,,,,
5143,002983,芯瑞达,xrd,002983.SZ,安徽,元器件,20200428
5144,603787,新日股份,xrgf,603787.SH,江苏,摩托车,20170427
5145,002639,雪人股份,xrgf,002639.SZ,福建,专用机械,20111205
5146,688257,新锐股份,xrgf,688257.SH,江苏,机械基件,20211027
5147,000598,兴蓉环境,xrhj,000598.SZ,四川,水务,19960529
5148,600165,新日恒力,xrhl,600165.SH,宁夏,化工原料,19980529
5149,300111,向日葵,xrk,300111.SZ,浙江,化学制药,20100827
5150,300745,欣锐科技,xrkj,300745.SZ,深圳,汽车配件,20180523
5151,002937,兴瑞科技,xrkj,002937.SZ,浙江,元器件,20180926
5152,300511,雪榕生物,xrsw,300511.SZ,上海,种植业,20160504
5153,002946,新乳业,xry,002946.SZ,四川,乳制品,20190125
5154,002527,新时达,xsd,002527.SZ,上海,电器仪表,20101224
5155,002860,星帅尔,xse,002860.SZ,浙江,家用电器,20170412
5156,002723,小崧股份,xsgf,002723.SZ,广东,家用电器,20140129
5157,600540,新赛股份,xsgf,600540.SH,新疆,种植业,20040107
5158,002870,香山股份,xsgf,002870.SZ,广东,汽车配件,20170515
5159,605151,西上海,xsh,605151.SH,上海,汽车配件,20201215
5160,600628,新世界,xsj,600628.SH,上海,百货,19930119
5161,603305,旭升集团,xsjt,603305.SH,浙江,汽车配件,20170710
5162,002436,兴森科技,xskj,002436.SZ,深圳,元器件,20100618
5163,300599,雄塑科技,xskj,300599.SZ,广东,塑料,20170123
5164,399429,新丝路指数,xsl,,,,
5165,600415,小商品城,xspc,600415.SH,浙江,商品城,20020509
5166,300959,线上线下,xsxx,300959.SZ,江苏,电信运营,20210322
5167,688358,祥生医疗,xsyl,688358.SH,江苏,医疗保健,20191203
5168,301277,新天地,xtd,301277.SZ,河南,化学制药,20221116
5169,002125,湘潭电化,xtdh,002125.SZ,湖南,化工原料,20070403
5170,301120,新特电气,xtdq,301120.SZ,北京,电气设备,20220419
5171,603209,兴通股份,xtgf,603209.SH,福建,水运,20220324
5172,002746,仙坛股份,xtgf,002746.SZ,山东,农业综合,20150216
5173,002733,雄韬股份,xtgf,002733.SZ,深圳,电气设备,20141203
5174,300259,新天科技,xtkj,300259.SZ,河南,电器仪表,20110831
5175,300615,欣天科技,xtkj,300615.SZ,深圳,元器件,20170215
5176,603022,新通联,xtl,603022.SH,上海,广告包装,20150518
5177,600956,新天绿能,xtln,600956.SH,河北,供气供热,20200629
5178,603393,新天然气,xtrq,603393.SH,新疆,供气供热,20160912
5179,688081,兴图新科,xtxk,688081.SH,湖北,软件服务,20200106
5180,BK0578,稀土永磁,xtyc,,,,
5181,002873,新天药业,xtyy,002873.SZ,贵州,中成药,20170519
5182,688247,宣泰医药,xtyy,688247.SH,上海,生物制药,20220825
5183,600929,雪天盐业,xtyy,600929.SH,湖南,食品,20180326
5184,300207,欣旺达,xwd,300207.SZ,深圳,电气设备,20110421
5185,600975,新五丰,xwf,600975.SH,湖南,农业综合,20040609
5186,871634,新威凌,xwl,871634.BJ,,,20221124
5187,002396,星网锐捷,xwrj,002396.SZ,福建,通信设备,20100623
5188,000639,西王食品,xwsp,000639.SZ,山东,食品,19961126
5189,300136,信维通信,xwtx,300136.SZ,深圳,通信设备,20101105
5190,688778,厦钨新能,xwxn,688778.SH,福建,电气设备,20210805
5191,002829,星网宇达,xwyd,002829.SZ,北京,航空,20161213
5192,399994,中证信息安全主题指数,xxaq,,,,
5193,sh.000171,新兴成指,xxcz,,,,
5194,BK1080,新型城镇化,xxczh,,,,
5195,002959,小熊电器,xxdq,002959.SZ,广东,家用电器,20190823
5196,sh.000077,信息等权,xxdq,,,,
5197,300469,信息发展,xxfz,300469.SZ,上海,软件服务,20150611
5198,002098,浔兴股份,xxgf,002098.SZ,福建,服饰,20061222
5199,000949,新乡化纤,xxhx,000949.SZ,河南,化纤,19991021
5200,002506,协鑫集成,xxjc,002506.SZ,上海,电气设备,20101118
5201,002965,祥鑫科技,xxkj,002965.SZ,广东,汽车配件,20191025
5202,002015,协鑫能科,xxnk,002015.SZ,江苏,新型电力,20040708
5203,000876,新希望,xxw,000876.SZ,四川,饲料,19980311
5204,002933,新兴装备,xxzb,002933.SZ,北京,航空,20180828
5205,000778,新兴铸管,xxzg,000778.SZ,河北,钢加工,19970606
5206,300147,香雪制药,xxzy,300147.SZ,广东,中成药,20101215
5207,sh.000891,中国战略新兴产业综合指数,xxzz,,,,
5208,sh.000116,信用100,xy100,,,,
5209,603319,湘油泵,xyb,603319.SH,湖南,汽车配件,20161130
5210,688383,新益昌,xyc,688383.SH,深圳,专用机械,20210428
5211,300568,星源材质,xycz,300568.SZ,深圳,化工原料,20161201
5212,600571,信雅达,xyd,600571.SH,浙江,软件服务,20021101
5213,605277,新亚电子,xydz,605277.SH,浙江,元器件,20210106
5214,000902,新洋丰,xyf,000902.SZ,湖北,农药化肥,19990408
5215,002087,新野纺织,xyfz,002087.SZ,河南,纺织,20061130
5216,688521,芯原股份-U,xygf,688521.SH,上海,半导体,20200818
5217,601799,星宇股份,xygf,601799.SH,江苏,汽车配件,20110201
5218,300648,星云股份,xygf,300648.SZ,福建,电气设备,20170425
5219,002265,西仪股份,xygf,002265.SZ,云南,汽车配件,20080806
5220,000751,锌业股份,xygf,000751.SZ,辽宁,铅锌,19970626
5221,000960,锡业股份,xygf,000960.SZ,云南,小金属,20000221
5222,603928,兴业股份,xygf,603928.SH,江苏,化工原料,20161212
5223,300612,宣亚国际,xygj,300612.SZ,北京,广告包装,20170215
5224,300722,新余国科,xygk,300722.SZ,江西,航空,20171110
5225,300266,兴源环境,xyhj,300266.SZ,浙江,环境保护,20110927
5226,300472,新元科技,xykj,300472.SZ,江西,专用机械,20150611
5227,002674,兴业科技,xykj,002674.SZ,福建,纺织,20120507
5228,300467,迅游科技,xykj,300467.SZ,四川,互联网,20150527
5229,301067,显盈科技,xykj,301067.SZ,深圳,元器件,20210922
5230,600476,湘邮科技,xykj,600476.SH,湖南,软件服务,20031210
5231,000426,兴业矿业,xyky,000426.SZ,内蒙,铅锌,19960828
5232,300859,西域旅游,xyly,300859.SZ,新疆,旅游服务,20200806
5233,603155,新亚强,xyq,603155.SH,江苏,化工原料,20200901
5234,600830,香溢融通,xyrt,600830.SH,浙江,多元金融,19940224
5235,300502,新易盛,xys,300502.SZ,四川,通信设备,20160303
5236,688037,芯源微,xyw,688037.SH,辽宁,半导体,20191216
5237,600576,祥源文旅,xywl,600576.SH,浙江,影视音像,20030220
5238,300980,祥源新材,xyxc,300980.SZ,湖北,塑料,20210421
5239,BK1122,血氧仪,xyy,,,,
5240,601166,兴业银行,xyyh,601166.SH,福建,银行,20070205
5241,688626,翔宇医疗,xyyl,688626.SH,河南,医疗保健,20210331
5242,002388,新亚制程,xyzc,002388.SZ,广东,元器件,20100413
5243,000678,襄阳轴承,xyzc,000678.SZ,湖北,汽车配件,19970106
5244,301398,星源卓镁,xyzm,301398.SZ,浙江,汽车配件,20221215
5245,601377,兴业证券,xyzq,601377.SH,福建,证券,20101013
5246,301198,喜悦智行,xyzx,301198.SZ,浙江,塑料,20211202
5247,603040,新坐标,xzb,603040.SH,浙江,汽车配件,20170209
5248,300037,新宙邦,xzb,300037.SZ,深圳,化工原料,20100108
5249,600773,西藏城投,xzct,600773.SH,西藏,区域地产,19961108
5250,605162,新中港,xzg,605162.SH,浙江,供气供热,20210707
5251,001332,锡装股份,xzgf,001332.SZ,江苏,专用机械,20220920
5252,002480,新筑股份,xzgf,002480.SZ,四川,机械基件,20100921
5253,sh.000817,兴证海峡,xzhx,,,,
5254,002534,西子洁能,xzjn,002534.SZ,浙江,专用机械,20110110
5255,002664,信质集团,xzjt,002664.SZ,浙江,汽车配件,20120316
5256,000762,西藏矿业,xzky,000762.SZ,西藏,小金属,19970708
5257,600749,西藏旅游,xzly,600749.SH,西藏,旅游景点,19961015
5258,688590,新致软件,xzrj,688590.SH,上海,软件服务,20201207
5259,603869,新智认知,xzrz,603869.SH,广西,软件服务,20150326
5260,399100,新指数,xzs,,,,
5261,430685,新芝生物,xzsw,430685.BJ,,,20221010
5262,600326,西藏天路,xztl,600326.SH,西藏,水泥,20010116
5263,600211,西藏药业,xzyy,600211.SH,西藏,中成药,19990721
5264,sh.000017,新综指,xzz,,,,
5265,600338,西藏珠峰,xzzf,600338.SH,西藏,铅锌,20001227
5266,002277,友阿股份,yagf,002277.SZ,湖南,百货,20090717
5267,300923,研奥股份,yagf,300923.SZ,吉林,运输设备,20201224
5268,300328,宜安科技,yakj,300328.SZ,广东,小金属,20120619
5269,000663,永安林业,yaly,000663.SZ,福建,林业,19961206
5270,600927,永安期货,yaqh,600927.SH,浙江,多元金融,20211223
5271,300983,尤安设计,yasj,300983.SZ,上海,建筑工程,20210420
5272,603776,永安行,yax,603776.SH,江苏,公共交通,20170817
5273,688786,悦安新材,yaxc,688786.SH,江西,小金属,20210826
5274,002365,永安药业,yayy,002365.SZ,湖北,化学制药,20100305
5275,002718,友邦吊顶,ybdd,002718.SZ,浙江,其他建材,20140128
5276,300742,越博动力,ybdl,300742.SZ,江苏,汽车配件,20180508
5277,688597,煜邦电力,ybdl,688597.SH,北京,电器仪表,20210617
5278,300681,英搏尔,ybe,300681.SZ,广东,汽车配件,20170725
5279,300337,银邦股份,ybgf,300337.SZ,江苏,铝,20120718
5280,603188,亚邦股份,ybgf,603188.SH,江苏,染料涂料,20140909
5281,002323,雅博股份,ybgf,002323.SZ,山东,建筑工程,20091218
5282,300261,雅本化学,ybhx,300261.SZ,江苏,农药化肥,20110906
5283,301366,一博科技,ybkj,301366.SZ,深圳,元器件,20220926
5284,002786,银宝山新,ybsx,002786.SZ,深圳,专用机械,20151223
5285,870357,雅葆轩,ybx,870357.BJ,,,20221118
5286,300531,优博讯,ybx,300531.SZ,深圳,软件服务,20160809
5287,301266,宇邦新材,ybxc,301266.SZ,江苏,电气设备,20220608
5288,600351,亚宝药业,ybyy,600351.SH,山西,中成药,20020926
5289,600594,益佰制药,ybzy,600594.SH,贵州,中成药,20040323
5290,600793,宜宾纸业,ybzy,600793.SH,四川,造纸,19970220
5291,BK0912,远程办公,ycbg,,,,
5292,301099,雅创电子,ycdz,301099.SZ,上海,元器件,20211122
5293,603388,元成股份,ycgf,603388.SH,浙江,建筑工程,20170324
5294,600766,园城黄金,ychj,600766.SH,山东,黄金,19961028
5295,688327,云从科技-UW,yckj,688327.SH,广东,软件服务,20220527
5296,688659,元琛科技,yckj,688659.SH,安徽,环境保护,20210331
5297,002420,毅昌科技,yckj,002420.SZ,广东,家用电器,20100601
5298,002181,粤传媒,ycm,002181.SZ,广东,出版业,20071116
5299,835305,云创数据,ycsj,835305.BJ,,,20210826
5300,300080,易成新能,ycxn,300080.SZ,河南,电气设备,20100625
5301,601658,邮储银行,ycyh,601658.SH,北京,银行,20191210
5302,603901,永创智能,yczn,603901.SH,浙江,专用机械,20150529
5303,002998,优彩资源,yczy,002998.SZ,江苏,化纤,20200925
5304,002406,远东传动,ydcd,002406.SZ,河南,汽车配件,20100518
5305,301123,奕东电子,yddz,301123.SZ,广东,元器件,20220125
5306,603328,依顿电子,yddz,603328.SH,广东,元器件,20140701
5307,002753,永东股份,ydgf,002753.SZ,山西,化工原料,20150519
5308,300721,怡达股份,ydgf,300721.SZ,江苏,化工原料,20171115
5309,300772,运达股份,ydgf,300772.SZ,浙江,电气设备,20190426
5310,600869,远东股份,ydgf,600869.SH,青海,电气设备,19950206
5311,603277,银都股份,ydgf,603277.SH,浙江,专用机械,20170911
5312,600105,永鼎股份,ydgf,600105.SH,江苏,通信设备,19970929
5313,002120,韵达股份,ydgf,002120.SZ,浙江,仓储物流,20070306
5314,600292,远达环保,ydhb,600292.SH,重庆,环境保护,20001101
5315,399970,中证移动互联网指数,ydhl,,,,
5316,300549,优德精密,ydjm,300549.SZ,江苏,专用机械,20160930
5317,000626,远大控股,ydkg,000626.SZ,江苏,商贸代理,19961128
5318,301012,扬电科技,ydkj,301012.SZ,江苏,电气设备,20210622
5319,000409,云鼎科技,ydkj,000409.SZ,山东,软件服务,19960627
5320,300440,运达科技,ydkj,300440.SZ,四川,软件服务,20150423
5321,603380,易德龙,ydl,603380.SH,江苏,元器件,20170622
5322,300381,溢多利,ydl,300381.SZ,广东,化学制药,20140128
5323,000539,粤电力A,ydla,000539.SZ,广东,火力发电,19931126
5324,688513,苑东生物,ydsw,688513.SH,四川,化学制药,20200902
5325,301139,元道通信,ydtx,301139.SZ,新疆,通信设备,20220708
5326,301171,易点天下,ydtx,301171.SZ,陕西,互联网,20220819
5327,600805,悦达投资,ydtz,600805.SH,江苏,综合类,19940103
5328,688172,燕东微,ydw,688172.SH,北京,元器件,20221216
5329,399991,中证一带一路主题指数,ydyl,,,,
5330,BK0712,一带一路,ydyl,,,,
5331,BK0556,移动支付,ydzf,,,,
5332,002689,远大智能,ydzn,002689.SZ,辽宁,运输设备,20120717
5333,603066,音飞储存,yfcc,603066.SH,江苏,仓储物流,20150611
5334,BK0914,医废处理,yfcl,,,,
5335,001222,源飞宠物,yfcw,001222.SZ,浙江,文教休闲,20220818
5336,300712,永福股份,yfgf,300712.SZ,福建,建筑工程,20171031
5337,605055,迎丰股份,yfgf,605055.SH,浙江,纺织,20210129
5338,000967,盈峰环境,yfhj,000967.SZ,浙江,环境保护,20000330
5339,601686,友发集团,yfjt,601686.SH,天津,钢加工,20201204
5340,688159,有方科技,yfkj,688159.SH,深圳,通信设备,20200123
5341,688435,C英方,yfrj,688435.SH,上海,软件服务,20230119
5342,688382,益方生物-U,yfsw,688382.SH,上海,生物制药,20220725
5343,300582,英飞特,yft,300582.SZ,浙江,半导体,20161228
5344,002528,英飞拓,yft,002528.SZ,深圳,IT设备,20101224
5345,000670,盈方微,yfw,000670.SZ,湖北,元器件,19961217
5346,300637,扬帆新材,yfxc,300637.SZ,浙江,化工原料,20170412
5347,300306,远方信息,yfxx,300306.SZ,浙江,电器仪表,20120329
5348,603939,益丰药房,yfyf,603939.SH,湖南,医药商业,20150217
5349,002019,亿帆医药,yfyy,002019.SZ,浙江,化学制药,20040713
5350,000671,阳光城,ygc,000671.SZ,福建,区域地产,19961218
5351,300351,永贵电器,ygdq,300351.SZ,浙江,运输设备,20120920
5352,300274,阳光电源,ygdy,300274.SZ,安徽,电气设备,20111102
5353,600177,雅戈尔,yge,600177.SH,浙江,服饰,19981119
5354,002922,伊戈尔,yge,002922.SZ,广东,电气设备,20171229
5355,000608,阳光股份,yggf,000608.SZ,广西,区域地产,19960919
5356,000833,粤桂股份,yggf,000833.SZ,广西,食品,19981111
5357,300121,阳谷华泰,yght,300121.SZ,山东,化工原料,20100917
5358,600531,豫光金铅,ygjq,600531.SH,河南,铅锌,20020730
5359,300123,亚光科技,ygkj,300123.SZ,湖南,半导体,20100928
5360,873527,夜光明,ygm,873527.BJ,,,20221027
5361,688621,阳光诺和,ygnh,688621.SH,北京,医疗保健,20210621
5362,002063,远光软件,ygrj,002063.SZ,广东,软件服务,20060823
5363,001318,阳光乳业,ygry,001318.SZ,江西,乳制品,20220520
5364,000429,粤高速A,ygsa,000429.SZ,广东,路桥,19980220
5365,603681,永冠新材,ygxc,603681.SH,上海,化工原料,20190326
5366,BK0677,粤港自贸,ygzm,,,,
5367,600261,阳光照明,ygzm,600261.SH,浙江,家用电器,20000720
5368,sh.000959,银河99,yh99,,,,
5369,601933,永辉超市,yhcs,601933.SH,福建,超市连锁,20101215
5370,300127,银河磁体,yhct,300127.SZ,四川,矿物制品,20101013
5371,301029,怡合达,yhd,301029.SZ,广东,专用机械,20210723
5372,002519,银河电子,yhdz,002519.SZ,江苏,通信设备,20101207
5373,002897,意华股份,yhgf,002897.SZ,浙江,元器件,20170907
5374,605020,永和股份,yhgf,605020.SH,浙江,化工原料,20210709
5375,002304,洋河股份,yhgf,002304.SZ,江苏,白酒,20091106
5376,000792,盐湖股份,yhgf,000792.SZ,青海,农药化肥,19970904
5377,833914,远航精密,yhjm,833914.BJ,,,20221111
5378,002182,云海金属,yhjs,002182.SZ,江苏,小金属,20071113
5379,002497,雅化集团,yhjt,002497.SZ,四川,化工原料,20101109
5380,600778,友好集团,yhjt,600778.SH,新疆,百货,19961203
5381,301367,怡和嘉业,yhjy,301367.SZ,北京,医疗保健,20221101
5382,300457,赢合科技,yhkj,300457.SZ,深圳,专用机械,20150514
5383,300212,易华录,yhl,300212.SZ,北京,软件服务,20110505
5384,688575,亚辉龙,yhl,688575.SH,深圳,医疗保健,20210517
5385,002903,宇环数控,yhsk,002903.SZ,湖南,机床制造,20171013
5386,001313,粤海饲料,yhsl,001313.SZ,广东,饲料,20220216
5387,300815,玉禾田,yht,300815.SZ,安徽,环境保护,20200123
5388,688080,映翰通,yht,688080.SH,北京,通信设备,20200212
5389,688339,亿华通-U,yht,688339.SH,北京,汽车配件,20200810
5390,BK0987,盐湖提锂,yhtl,,,,
5391,688689,银河微电,yhwd,688689.SH,江苏,元器件,20210127
5392,301176,逸豪新材,yhxc,301176.SZ,江西,元器件,20220928
5393,000573,粤宏远A,yhya,000573.SZ,广东,区域地产,19940815
5394,002437,誉衡药业,yhyy,002437.SZ,黑龙江,化学制药,20100623
5395,688176,亚虹医药-U,yhyy,688176.SH,江苏,化学制药,20220107
5396,002795,永和智控,yhzk,002795.SZ,浙江,机械基件,20160428
5397,002178,延华智能,yhzn,002178.SZ,上海,软件服务,20071101
5398,300820,英杰电气,yjdq,300820.SZ,四川,电气设备,20200213
5399,BK0961,有机硅,yjg,,,,
5400,600537,亿晶光电,yjgd,600537.SH,浙江,电气设备,20030123
5401,002943,宇晶股份,yjgf,002943.SZ,湖南,机床制造,20181129
5402,833943,优机股份,yjgf,833943.BJ,,,20220624
5403,603995,甬金股份,yjgf,603995.SH,浙江,特种钢,20191224
5404,300658,延江股份,yjgf,300658.SZ,福建,纺织,20170602
5405,603058,永吉股份,yjgf,603058.SH,贵州,广告包装,20161223
5406,603198,迎驾贡酒,yjgj,603198.SH,安徽,白酒,20150528
5407,000893,亚钾国际,yjgj,000893.SZ,广东,农药化肥,19981224
5408,603666,亿嘉和,yjh,603666.SH,江苏,专用机械,20180612
5409,300020,银江技术,yjjs,300020.SZ,浙江,软件服务,20091030
5410,001288,运机集团,yjjt,001288.SZ,四川,专用机械,20211101
5411,300935,盈建科,yjk,300935.SZ,北京,软件服务,20210120
5412,300373,扬杰科技,yjkj,300373.SZ,江苏,半导体,20140123
5413,002605,姚记科技,yjkj,002605.SZ,上海,互联网,20110805
5414,688498,源杰科技,yjkj,688498.SH,陕西,半导体,20221221
5415,000729,燕京啤酒,yjpj,000729.SZ,北京,啤酒,19970716
5416,002847,盐津铺子,yjpz,002847.SZ,湖南,食品,20170208
5417,BK0579,云计算,yjs,,,,
5418,688209,英集芯,yjx,688209.SH,深圳,半导体,20220419
5419,BK0563,油价相关,yjxg,,,,
5420,603095,越剑智能,yjzn,603095.SH,浙江,纺织机械,20200415
5421,688158,优刻得-W,ykd,688158.SH,上海,互联网,20200120
5422,000514,渝开发,ykf,000514.SZ,重庆,区域地产,19930712
